image_name,tags
train_6461,clear
train_6462,agriculture
train_6463,agriculture
train_6464,clear
train_6465,cloudy
train_6466,clear
train_6467,partly_cloudy
train_6468,cultivation
train_6469,clear
train_6470,haze
train_6471,clear
train_6472,clear
train_6473,clear
train_6474,clear
train_6475,clear
train_6476,clear
train_6477,agriculture
train_6478,clear
train_6479,clear
train_6480,agriculture
train_6481,clear
train_6482,clear
train_6483,clear
train_6484,cloudy
train_6485,clear
train_6486,bare_ground
train_6487,clear
train_6488,agriculture
train_6489,clear
train_6490,agriculture
train_6491,agriculture
train_6492,agriculture
train_6493,agriculture
train_6494,agriculture
train_6495,agriculture
train_6496,agriculture
train_6497,clear
train_6498,partly_cloudy
train_6499,agriculture
train_6500,agriculture
train_6501,clear
train_6502,partly_cloudy
train_6503,clear
train_6504,agriculture
train_6505,agriculture
train_6506,cloudy
train_6507,clear
train_6508,cloudy
train_6509,partly_cloudy
train_6510,clear
train_6511,clear
train_6512,agriculture
train_6513,clear
train_6514,clear
train_6515,clear
train_6516,agriculture
train_6517,partly_cloudy
train_6518,cloudy
train_6519,clear
train_6520,cloudy
train_6521,haze
train_6522,partly_cloudy
train_6523,clear
train_6524,partly_cloudy
train_6525,clear
train_6526,habitation
train_6527,agriculture
train_6528,agriculture
train_6529,clear
train_6530,clear
train_6531,agriculture
train_6532,agriculture
train_6533,agriculture
train_6534,agriculture
train_6535,agriculture
train_6536,agriculture
train_6537,agriculture
train_6538,clear
train_6539,clear
train_6540,clear
train_6541,clear
train_6542,partly_cloudy
train_6543,haze
train_6544,agriculture
train_6545,agriculture
train_6546,clear
train_6547,clear
train_6548,agriculture
train_6549,agriculture
train_6550,clear
train_6551,clear
train_6552,clear
train_6553,clear
train_6554,clear
train_6555,clear
train_6556,cloudy
train_6557,agriculture
train_6558,clear
train_6559,agriculture
train_6560,clear
train_6561,agriculture
train_6562,clear
train_6563,clear
train_6564,partly_cloudy
train_6565,clear
train_6566,agriculture
train_6567,haze
train_6568,clear
train_6569,clear
train_6570,agriculture
train_6571,haze
train_6572,clear
train_6573,cloudy
train_6574,clear
train_6575,clear
train_6576,clear
train_6577,haze
train_6578,clear
train_6579,agriculture
train_6580,clear
train_6581,agriculture
train_6582,clear
train_6583,clear
train_6584,clear
train_6585,haze
train_6586,clear
train_6587,clear
train_6588,clear
train_6589,haze
train_6590,clear
train_6591,clear
train_6592,clear
train_6593,clear
train_6594,clear
train_6595,clear
train_6596,clear
train_6597,clear
train_6598,artisinal_mine
train_6599,clear
train_6600,clear
train_6601,clear
train_6602,agriculture
train_6603,agriculture
train_6604,partly_cloudy
train_6605,clear
train_6606,clear
train_6607,clear
train_6608,agriculture
train_6609,agriculture
train_6610,clear
train_6611,partly_cloudy
train_6612,bare_ground
train_6613,clear
train_6614,clear
train_6615,clear
train_6616,clear
train_6617,clear
train_6618,partly_cloudy
train_6619,clear
train_6620,clear
train_6621,agriculture
train_6622,agriculture
train_6623,clear
train_6624,clear
train_6625,clear
train_6626,partly_cloudy
train_6627,clear
train_6628,clear
train_6629,clear
train_6630,cloudy
train_6631,partly_cloudy
train_6632,clear
train_6633,agriculture
train_6634,clear
train_6635,agriculture
train_6636,clear
train_6637,agriculture
train_6638,agriculture
train_6639,clear
train_6640,clear
train_6641,agriculture
train_6642,clear
train_6643,clear
train_6644,partly_cloudy
train_6645,clear
train_6646,clear
train_6647,clear
train_6648,clear
train_6649,clear
train_6650,clear
train_6651,clear
train_6652,haze
train_6653,partly_cloudy
train_6654,clear
train_6655,agriculture
train_6656,clear
train_6657,clear
train_6658,clear
train_6659,clear
train_6660,clear
train_6661,agriculture
train_6662,haze
train_6663,clear
train_6664,clear
train_6665,clear
train_6666,clear
train_6667,partly_cloudy
train_6668,agriculture
train_6669,clear
train_6670,clear
train_6671,agriculture
train_6672,agriculture
train_6673,agriculture
train_6674,clear
train_6675,haze
train_6676,partly_cloudy
train_6677,clear
train_6678,clear
train_6679,partly_cloudy
train_6680,haze
train_6681,cloudy
train_6682,partly_cloudy
train_6683,clear
train_6684,agriculture
train_6685,clear
train_6686,agriculture
train_6687,haze
train_6688,agriculture
train_6689,partly_cloudy
train_6690,clear
train_6691,clear
train_6692,agriculture
train_6693,agriculture
train_6694,cloudy
train_6695,clear
train_6696,clear
train_6697,agriculture
train_6698,partly_cloudy
train_6699,clear
train_6700,clear
train_6701,agriculture
train_6702,clear
train_6703,clear
train_6704,agriculture
train_6705,haze
train_6706,agriculture
train_6707,clear
train_6708,partly_cloudy
train_6709,agriculture
train_6710,clear
train_6711,agriculture
train_6712,partly_cloudy
train_6713,clear
train_6714,partly_cloudy
train_6715,clear
train_6716,partly_cloudy
train_6717,agriculture
train_6718,partly_cloudy
train_6719,clear
train_6720,agriculture
train_6721,clear
train_6722,clear
train_6723,agriculture
train_6724,clear
train_6725,clear
train_6726,clear
train_6727,agriculture
train_6728,clear
train_6729,clear
train_6730,clear
train_6731,agriculture
train_6732,agriculture
train_6733,clear
train_6734,agriculture
train_6735,agriculture
train_6736,cloudy
train_6737,clear
train_6738,habitation
train_6739,clear
train_6740,haze
train_6741,clear
train_6742,partly_cloudy
train_6743,clear
train_6744,habitation
train_6745,agriculture
train_6746,cloudy
train_6747,haze
train_6748,agriculture
train_6749,agriculture
train_6750,partly_cloudy
train_6751,clear
train_6752,clear
train_6753,agriculture
train_6754,agriculture
train_6755,agriculture
train_6756,clear
train_6757,partly_cloudy
train_6758,partly_cloudy
train_6759,clear
train_6760,clear
train_6761,clear
train_6762,partly_cloudy
train_6763,blow_down
train_6764,agriculture
train_6765,clear
train_6766,agriculture
train_6767,agriculture
train_6768,agriculture
train_6769,clear
train_6770,clear
train_6771,agriculture
train_6772,agriculture
train_6773,partly_cloudy
train_6774,clear
train_6775,clear
train_6776,clear
train_6777,agriculture
train_6778,clear
train_6779,partly_cloudy
train_6780,agriculture
train_6781,clear
train_6782,agriculture
train_6783,clear
train_6784,agriculture
train_6785,agriculture
train_6786,agriculture
train_6787,clear
train_6788,clear
train_6789,partly_cloudy
train_6790,agriculture
train_6791,clear
train_6792,agriculture
train_6793,agriculture
train_6794,agriculture
train_6795,clear
train_6796,cloudy
train_6797,agriculture
train_6798,haze
train_6799,agriculture
train_6800,clear
train_6801,clear
train_6802,cloudy
train_6803,clear
train_6804,agriculture
train_6805,clear
train_6806,clear
train_6807,agriculture
train_6808,partly_cloudy
train_6809,clear
train_6810,partly_cloudy
train_6811,clear
train_6812,clear
train_6813,clear
train_6814,haze
train_6815,clear
train_6816,cloudy
train_6817,bare_ground
train_6818,clear
train_6819,clear
train_6820,agriculture
train_6821,clear
train_6822,agriculture
train_6823,haze
train_6824,clear
train_6825,artisinal_mine
train_6826,clear
train_6827,agriculture
train_6828,partly_cloudy
train_6829,cloudy
train_6830,clear
train_6831,partly_cloudy
train_6832,agriculture
train_6833,clear
train_6834,clear
train_6835,agriculture
train_6836,clear
train_6837,agriculture
train_6838,clear
train_6839,clear
train_6840,haze
train_6841,agriculture
train_6842,clear
train_6843,clear
train_6844,partly_cloudy
train_6845,clear
train_6846,agriculture
train_6847,agriculture
train_6848,clear
train_6849,agriculture
train_6850,cloudy
train_6851,clear
train_6852,clear
train_6853,agriculture
train_6854,agriculture
train_6855,clear
train_6856,cloudy
train_6857,artisinal_mine
train_6858,clear
train_6859,clear
train_6860,agriculture
train_6861,agriculture
train_6862,agriculture
train_6863,clear
train_6864,clear
train_6865,agriculture
train_6866,clear
train_6867,clear
train_6868,cloudy
train_6869,clear
train_6870,clear
train_6871,agriculture
train_6872,clear
train_6873,clear
train_6874,agriculture
train_6875,clear
train_6876,clear
train_6877,agriculture
train_6878,agriculture
train_6879,agriculture
train_6880,partly_cloudy
train_6881,clear
train_6882,clear
train_6883,clear
train_6884,clear
train_6885,clear
train_6886,cloudy
train_6887,agriculture
train_6888,cloudy
train_6889,agriculture
train_6890,clear
train_6891,cloudy
train_6892,agriculture
train_6893,cloudy
train_6894,blooming
train_6895,clear
train_6896,agriculture
train_6897,clear
train_6898,agriculture
train_6899,agriculture
train_6900,haze
train_6901,clear
train_6902,agriculture
train_6903,clear
train_6904,clear
train_6905,clear
train_6906,clear
train_6907,clear
train_6908,agriculture
train_6909,clear
train_6910,partly_cloudy
train_6911,clear
train_6912,blooming
train_6913,clear
train_6914,agriculture
train_6915,haze
train_6916,clear
train_6917,bare_ground
train_6918,agriculture
train_6919,agriculture
train_6920,agriculture
train_6921,clear
train_6922,clear
train_6923,agriculture
train_6924,clear
train_6925,clear
train_6926,bare_ground
train_6927,agriculture
train_6928,partly_cloudy
train_6929,agriculture
train_6930,clear
train_6931,clear
train_6932,clear
train_6933,agriculture
train_6934,agriculture
train_6935,agriculture
train_6936,clear
train_6937,haze
train_6938,agriculture
train_6939,agriculture
train_6940,clear
train_6941,clear
train_6942,haze
train_6943,partly_cloudy
train_6944,partly_cloudy
train_6945,clear
train_6946,agriculture
train_6947,agriculture
train_6948,clear
train_6949,agriculture
train_6950,agriculture
train_6951,agriculture
train_6952,agriculture
train_6953,clear
train_6954,cloudy
train_6955,clear
train_6956,agriculture
train_6957,clear
train_6958,partly_cloudy
train_6959,agriculture
train_6960,clear
train_6961,clear
train_6962,cloudy
train_6963,agriculture
train_6964,clear
train_6965,agriculture
train_6966,clear
train_6967,clear
train_6968,agriculture
train_6969,partly_cloudy
train_6970,clear
train_6971,clear
train_6972,agriculture
train_6973,cloudy
train_6974,haze
train_6975,clear
train_6976,clear
train_6977,agriculture
train_6978,clear
train_6979,clear
train_6980,partly_cloudy
train_6981,partly_cloudy
train_6982,partly_cloudy
train_6983,agriculture
train_6984,haze
train_6985,partly_cloudy
train_6986,clear
train_6987,cloudy
train_6988,agriculture
train_6989,clear
train_6990,haze
train_6991,clear
train_6992,clear
train_6993,agriculture
train_6994,clear
train_6995,partly_cloudy
train_6996,clear
train_6997,clear
train_6998,haze
train_6999,agriculture
train_7000,bare_ground
train_7001,clear
train_7002,artisinal_mine
train_7003,agriculture
train_7004,clear
train_7005,agriculture
train_7006,agriculture
train_7007,clear
train_7008,cloudy
train_7009,haze
train_7010,agriculture
train_7011,agriculture
train_7012,agriculture
train_7013,clear
train_7014,clear
train_7015,agriculture
train_7016,agriculture
train_7017,bare_ground
train_7018,clear
train_7019,agriculture
train_7020,clear
train_7021,clear
train_7022,agriculture
train_7023,cloudy
train_7024,clear
train_7025,clear
train_7026,clear
train_7027,partly_cloudy
train_7028,clear
train_7029,clear
train_7030,clear
train_7031,clear
train_7032,partly_cloudy
train_7033,clear
train_7034,clear
train_7035,partly_cloudy
train_7036,partly_cloudy
train_7037,agriculture
train_7038,clear
train_7039,agriculture
train_7040,clear
train_7041,partly_cloudy
train_7042,cloudy
train_7043,clear
train_7044,haze
train_7045,partly_cloudy
train_7046,partly_cloudy
train_7047,clear
train_7048,cloudy
train_7049,agriculture
train_7050,clear
train_7051,clear
train_7052,clear
train_7053,clear
train_7054,agriculture
train_7055,clear
train_7056,clear
train_7057,clear
train_7058,agriculture
train_7059,clear
train_7060,agriculture
train_7061,agriculture
train_7062,clear
train_7063,cloudy
train_7064,clear
train_7065,agriculture
train_7066,clear
train_7067,clear
train_7068,agriculture
train_7069,agriculture
train_7070,agriculture
train_7071,agriculture
train_7072,agriculture
train_7073,clear
train_7074,partly_cloudy
train_7075,clear
train_7076,clear
train_7077,clear
train_7078,agriculture
train_7079,clear
train_7080,clear
train_7081,agriculture
train_7082,clear
train_7083,clear
train_7084,clear
train_7085,clear
train_7086,clear
train_7087,clear
train_7088,agriculture
train_7089,partly_cloudy
train_7090,cloudy
train_7091,agriculture
train_7092,clear
train_7093,clear
train_7094,clear
train_7095,clear
train_7096,cloudy
train_7097,clear
train_7098,haze
train_7099,clear
train_7100,clear
train_7101,agriculture
train_7102,clear
train_7103,blow_down
train_7104,clear
train_7105,clear
train_7106,clear
train_7107,partly_cloudy
train_7108,clear
train_7109,haze
train_7110,agriculture
train_7111,partly_cloudy
train_7112,clear
train_7113,partly_cloudy
train_7114,clear
train_7115,haze
train_7116,clear
train_7117,clear
train_7118,partly_cloudy
train_7119,clear
train_7120,agriculture
train_7121,cloudy
train_7122,partly_cloudy
train_7123,clear
train_7124,clear
train_7125,agriculture
train_7126,agriculture
train_7127,agriculture
train_7128,agriculture
train_7129,haze
train_7130,agriculture
train_7131,clear
train_7132,partly_cloudy
train_7133,clear
train_7134,agriculture
train_7135,haze
train_7136,partly_cloudy
train_7137,partly_cloudy
train_7138,clear
train_7139,haze
train_7140,clear
train_7141,clear
train_7142,clear
train_7143,agriculture
train_7144,agriculture
train_7145,clear
train_7146,agriculture
train_7147,agriculture
train_7148,agriculture
train_7149,blow_down
train_7150,cloudy
train_7151,clear
train_7152,clear
train_7153,clear
train_7154,partly_cloudy
train_7155,clear
train_7156,clear
train_7157,agriculture
train_7158,clear
train_7159,haze
train_7160,haze
train_7161,bare_ground
train_7162,cloudy
train_7163,agriculture
train_7164,haze
train_7165,clear
train_7166,clear
train_7167,clear
train_7168,clear
train_7169,clear
train_7170,clear
train_7171,agriculture
train_7172,cloudy
train_7173,clear
train_7174,clear
train_7175,agriculture
train_7176,clear
train_7177,haze
train_7178,clear
train_7179,partly_cloudy
train_7180,agriculture
train_7181,partly_cloudy
train_7182,partly_cloudy
train_7183,clear
train_7184,clear
train_7185,partly_cloudy
train_7186,agriculture
train_7187,agriculture
train_7188,agriculture
train_7189,partly_cloudy
train_7190,clear
train_7191,partly_cloudy
train_7192,cloudy
train_7193,clear
train_7194,partly_cloudy
train_7195,agriculture
train_7196,clear
train_7197,agriculture
train_7198,clear
train_7199,partly_cloudy
train_7200,haze
train_7201,clear
train_7202,agriculture
train_7203,haze
train_7204,clear
train_7205,agriculture
train_7206,clear
train_7207,bare_ground
train_7208,clear
train_7209,agriculture
train_7210,clear
train_7211,clear
train_7212,clear
train_7213,agriculture
train_7214,clear
train_7215,agriculture
train_7216,agriculture
train_7217,clear
train_7218,cultivation
train_7219,clear
train_7220,clear
train_7221,agriculture
train_7222,clear
train_7223,clear
train_7224,agriculture
train_7225,agriculture
train_7226,partly_cloudy
train_7227,clear
train_7228,clear
train_7229,agriculture
train_7230,clear
train_7231,clear
train_7232,clear
train_7233,partly_cloudy
train_7234,clear
train_7235,partly_cloudy
train_7236,partly_cloudy
train_7237,haze
train_7238,agriculture
train_7239,agriculture
train_7240,agriculture
train_7241,clear
train_7242,clear
train_7243,clear
train_7244,agriculture
train_7245,cloudy
train_7246,agriculture
train_7247,agriculture
train_7248,partly_cloudy
train_7249,agriculture
train_7250,clear
train_7251,cloudy
train_7252,agriculture
train_7253,clear
train_7254,clear
train_7255,clear
train_7256,agriculture
train_7257,clear
train_7258,cloudy
train_7259,agriculture
train_7260,agriculture
train_7261,clear
train_7262,clear
train_7263,haze
train_7264,agriculture
train_7265,agriculture
train_7266,clear
train_7267,agriculture
train_7268,agriculture
train_7269,clear
train_7270,agriculture
train_7271,clear
train_7272,clear
train_7273,clear
train_7274,habitation
train_7275,agriculture
train_7276,agriculture
train_7277,partly_cloudy
train_7278,partly_cloudy
train_7279,clear
train_7280,clear
train_7281,partly_cloudy
train_7282,clear
train_7283,clear
train_7284,cloudy
train_7285,clear
train_7286,clear
train_7287,clear
train_7288,clear
train_7289,clear
train_7290,agriculture
train_7291,clear
train_7292,agriculture
train_7293,partly_cloudy
train_7294,clear
train_7295,agriculture
train_7296,clear
train_7297,clear
train_7298,agriculture
train_7299,clear
train_7300,agriculture
train_7301,clear
train_7302,agriculture
train_7303,cloudy
train_7304,agriculture
train_7305,clear
train_7306,clear
train_7307,clear
train_7308,cloudy
train_7309,agriculture
train_7310,clear
train_7311,agriculture
train_7312,partly_cloudy
train_7313,agriculture
train_7314,partly_cloudy
train_7315,clear
train_7316,agriculture
train_7317,agriculture
train_7318,partly_cloudy
train_7319,clear
train_7320,clear
train_7321,agriculture
train_7322,agriculture
train_7323,cloudy
train_7324,haze
train_7325,agriculture
train_7326,clear
train_7327,agriculture
train_7328,clear
train_7329,clear
train_7330,agriculture
train_7331,clear
train_7332,clear
train_7333,clear
train_7334,agriculture
train_7335,partly_cloudy
train_7336,agriculture
train_7337,agriculture
train_7338,partly_cloudy
train_7339,clear
train_7340,clear
train_7341,agriculture
train_7342,clear
train_7343,clear
train_7344,clear
train_7345,agriculture
train_7346,clear
train_7347,clear
train_7348,partly_cloudy
train_7349,clear
train_7350,clear
train_7351,partly_cloudy
train_7352,agriculture
train_7353,clear
train_7354,agriculture
train_7355,clear
train_7356,agriculture
train_7357,clear
train_7358,clear
train_7359,clear
train_7360,clear
train_7361,cloudy
train_7362,partly_cloudy
train_7363,agriculture
train_7364,clear
train_7365,cloudy
train_7366,clear
train_7367,cloudy
train_7368,artisinal_mine
train_7369,clear
train_7370,clear
train_7371,clear
train_7372,clear
train_7373,haze
train_7374,agriculture
train_7375,agriculture
train_7376,agriculture
train_7377,clear
train_7378,partly_cloudy
train_7379,clear
train_7380,cloudy
train_7381,clear
train_7382,clear
train_7383,clear
train_7384,agriculture
train_7385,agriculture
train_7386,partly_cloudy
train_7387,cloudy
train_7388,agriculture
train_7389,agriculture
train_7390,clear
train_7391,clear
train_7392,clear
train_7393,clear
train_7394,clear
train_7395,partly_cloudy
train_7396,partly_cloudy
train_7397,clear
train_7398,clear
train_7399,agriculture
train_7400,clear
train_7401,agriculture
train_7402,clear
train_7403,clear
train_7404,partly_cloudy
train_7405,clear
train_7406,partly_cloudy
train_7407,haze
train_7408,cloudy
train_7409,clear
train_7410,haze
train_7411,cloudy
train_7412,agriculture
train_7413,haze
train_7414,cloudy
train_7415,partly_cloudy
train_7416,clear
train_7417,clear
train_7418,agriculture
train_7419,cloudy
train_7420,clear
train_7421,clear
train_7422,clear
train_7423,clear
train_7424,agriculture
train_7425,agriculture
train_7426,haze
train_7427,agriculture
train_7428,agriculture
train_7429,clear
train_7430,clear
train_7431,partly_cloudy
train_7432,agriculture
train_7433,clear
train_7434,partly_cloudy
train_7435,agriculture
train_7436,clear
train_7437,clear
train_7438,agriculture
train_7439,agriculture
train_7440,cloudy
train_7441,agriculture
train_7442,clear
train_7443,agriculture
train_7444,partly_cloudy
train_7445,agriculture
train_7446,cloudy
train_7447,agriculture
train_7448,clear
train_7449,agriculture
train_7450,clear
train_7451,clear
train_7452,haze
train_7453,clear
train_7454,agriculture
train_7455,clear
train_7456,partly_cloudy
train_7457,agriculture
train_7458,partly_cloudy
train_7459,artisinal_mine
train_7460,clear
train_7461,agriculture
train_7462,agriculture
train_7463,agriculture
train_7464,haze
train_7465,agriculture
train_7466,clear
train_7467,clear
train_7468,clear
train_7469,agriculture
train_7470,clear
train_7471,clear
train_7472,clear
train_7473,clear
train_7474,partly_cloudy
train_7475,clear
train_7476,clear
train_7477,clear
train_7478,clear
train_7479,clear
train_7480,clear
train_7481,clear
train_7482,agriculture
train_7483,clear
train_7484,clear
train_7485,clear
train_7486,clear
train_7487,agriculture
train_7488,clear
train_7489,clear
train_7490,agriculture
train_7491,agriculture
train_7492,clear
train_7493,agriculture
train_7494,clear
train_7495,clear
train_7496,agriculture
train_7497,clear
train_7498,clear
train_7499,clear
train_7500,clear
train_7501,clear
train_7502,cultivation
train_7503,agriculture
train_7504,clear
train_7505,clear
train_7506,partly_cloudy
train_7507,agriculture
train_7508,agriculture
train_7509,clear
train_7510,clear
train_7511,clear
train_7512,agriculture
train_7513,agriculture
train_7514,clear
train_7515,clear
train_7516,clear
train_7517,clear
train_7518,clear
train_7519,clear
train_7520,agriculture
train_7521,clear
train_7522,clear
train_7523,agriculture
train_7524,clear
train_7525,clear
train_7526,clear
train_7527,agriculture
train_7528,clear
train_7529,agriculture
train_7530,agriculture
train_7531,clear
train_7532,agriculture
train_7533,partly_cloudy
train_7534,haze
train_7535,clear
train_7536,clear
train_7537,cloudy
train_7538,clear
train_7539,agriculture
train_7540,agriculture
train_7541,partly_cloudy
train_7542,clear
train_7543,agriculture
train_7544,agriculture
train_7545,agriculture
train_7546,agriculture
train_7547,agriculture
train_7548,clear
train_7549,clear
train_7550,clear
train_7551,clear
train_7552,agriculture
train_7553,clear
train_7554,haze
train_7555,agriculture
train_7556,cloudy
train_7557,clear
train_7558,partly_cloudy
train_7559,agriculture
train_7560,agriculture
train_7561,agriculture
train_7562,clear
train_7563,clear
train_7564,clear
train_7565,cultivation
train_7566,clear
train_7567,clear
train_7568,agriculture
train_7569,partly_cloudy
train_7570,agriculture
train_7571,partly_cloudy
train_7572,clear
train_7573,clear
train_7574,clear
train_7575,agriculture
train_7576,clear
train_7577,agriculture
train_7578,agriculture
train_7579,partly_cloudy
train_7580,haze
train_7581,agriculture
train_7582,agriculture
train_7583,clear
train_7584,agriculture
train_7585,artisinal_mine
train_7586,clear
train_7587,agriculture
train_7588,clear
train_7589,clear
train_7590,bare_ground
train_7591,agriculture
train_7592,clear
train_7593,agriculture
train_7594,agriculture
train_7595,agriculture
train_7596,clear
train_7597,cloudy
train_7598,clear
train_7599,partly_cloudy
train_7600,clear
train_7601,clear
train_7602,haze
train_7603,bare_ground
train_7604,clear
train_7605,clear
train_7606,clear
train_7607,clear
train_7608,partly_cloudy
train_7609,agriculture
train_7610,clear
train_7611,clear
train_7612,agriculture
train_7613,agriculture
train_7614,clear
train_7615,agriculture
train_7616,clear
train_7617,clear
train_7618,clear
train_7619,clear
train_7620,haze
train_7621,clear
train_7622,haze
train_7623,agriculture
train_7624,partly_cloudy
train_7625,agriculture
train_7626,haze
train_7627,partly_cloudy
train_7628,clear
train_7629,agriculture
train_7630,clear
train_7631,clear
train_7632,clear
train_7633,clear
train_7634,clear
train_7635,partly_cloudy
train_7636,agriculture
train_7637,cloudy
train_7638,clear
train_7639,clear
train_7640,clear
train_7641,clear
train_7642,clear
train_7643,clear
train_7644,agriculture
train_7645,agriculture
train_7646,agriculture
train_7647,agriculture
train_7648,clear
train_7649,partly_cloudy
train_7650,haze
train_7651,agriculture
train_7652,agriculture
train_7653,agriculture
train_7654,clear
train_7655,clear
train_7656,cloudy
train_7657,agriculture
train_7658,agriculture
train_7659,agriculture
train_7660,clear
train_7661,agriculture
train_7662,agriculture
train_7663,partly_cloudy
train_7664,agriculture
train_7665,clear
train_7666,agriculture
train_7667,agriculture
train_7668,clear
train_7669,partly_cloudy
train_7670,clear
train_7671,clear
train_7672,bare_ground
train_7673,agriculture
train_7674,agriculture
train_7675,cloudy
train_7676,clear
train_7677,partly_cloudy
train_7678,clear
train_7679,agriculture
train_7680,clear
train_7681,agriculture
train_7682,clear
train_7683,agriculture
train_7684,clear
train_7685,clear
train_7686,agriculture
train_7687,clear
train_7688,clear
train_7689,clear
train_7690,clear
train_7691,clear
train_7692,clear
train_7693,agriculture
train_7694,agriculture
train_7695,partly_cloudy
train_7696,agriculture
train_7697,partly_cloudy
train_7698,clear
train_7699,clear
train_7700,clear
train_7701,cloudy
train_7702,partly_cloudy
train_7703,clear
train_7704,agriculture
train_7705,agriculture
train_7706,agriculture
train_7707,clear
train_7708,cloudy
train_7709,agriculture
train_7710,clear
train_7711,clear
train_7712,clear
train_7713,clear
train_7714,clear
train_7715,agriculture
train_7716,clear
train_7717,partly_cloudy
train_7718,clear
train_7719,partly_cloudy
train_7720,clear
train_7721,partly_cloudy
train_7722,agriculture
train_7723,clear
train_7724,haze
train_7725,clear
train_7726,agriculture
train_7727,agriculture
train_7728,agriculture
train_7729,clear
train_7730,clear
train_7731,haze
train_7732,agriculture
train_7733,clear
train_7734,partly_cloudy
train_7735,partly_cloudy
train_7736,agriculture
train_7737,agriculture
train_7738,agriculture
train_7739,partly_cloudy
train_7740,clear
train_7741,clear
train_7742,agriculture
train_7743,cloudy
train_7744,agriculture
train_7745,clear
train_7746,clear
train_7747,clear
train_7748,partly_cloudy
train_7749,clear
train_7750,agriculture
train_7751,clear
train_7752,clear
train_7753,agriculture
train_7754,agriculture
train_7755,clear
train_7756,clear
train_7757,clear
train_7758,clear
train_7759,cloudy
train_7760,agriculture
train_7761,agriculture
train_7762,agriculture
train_7763,clear
train_7764,agriculture
train_7765,partly_cloudy
train_7766,partly_cloudy
train_7767,clear
train_7768,agriculture
train_7769,agriculture
train_7770,clear
train_7771,bare_ground
train_7772,clear
train_7773,clear
train_7774,agriculture
train_7775,clear
train_7776,agriculture
train_7777,agriculture
train_7778,clear
train_7779,agriculture
train_7780,clear
train_7781,clear
train_7782,clear
train_7783,agriculture
train_7784,clear
train_7785,partly_cloudy
train_7786,clear
train_7787,clear
train_7788,clear
train_7789,clear
train_7790,partly_cloudy
train_7791,cloudy
train_7792,clear
train_7793,clear
train_7794,clear
train_7795,clear
train_7796,clear
train_7797,clear
train_7798,clear
train_7799,clear
train_7800,clear
train_7801,cloudy
train_7802,agriculture
train_7803,clear
train_7804,partly_cloudy
train_7805,clear
train_7806,haze
train_7807,clear
train_7808,agriculture
train_7809,agriculture
train_7810,agriculture
train_7811,agriculture
train_7812,agriculture
train_7813,agriculture
train_7814,clear
train_7815,clear
train_7816,clear
train_7817,clear
train_7818,agriculture
train_7819,partly_cloudy
train_7820,cloudy
train_7821,clear
train_7822,agriculture
train_7823,clear
train_7824,cloudy
train_7825,clear
train_7826,clear
train_7827,agriculture
train_7828,agriculture
train_7829,clear
train_7830,clear
train_7831,agriculture
train_7832,partly_cloudy
train_7833,partly_cloudy
train_7834,clear
train_7835,clear
train_7836,partly_cloudy
train_7837,agriculture
train_7838,agriculture
train_7839,clear
train_7840,partly_cloudy
train_7841,agriculture
train_7842,clear
train_7843,agriculture
train_7844,clear
train_7845,agriculture
train_7846,clear
train_7847,clear
train_7848,agriculture
train_7849,clear
train_7850,agriculture
train_7851,bare_ground
train_7852,clear
train_7853,clear
train_7854,cloudy
train_7855,agriculture
train_7856,bare_ground
train_7857,clear
train_7858,cloudy
train_7859,cloudy
train_7860,clear
train_7861,agriculture
train_7862,partly_cloudy
train_7863,partly_cloudy
train_7864,agriculture
train_7865,agriculture
train_7866,agriculture
train_7867,clear
train_7868,cultivation
train_7869,clear
train_7870,haze
train_7871,agriculture
train_7872,clear
train_7873,bare_ground
train_7874,partly_cloudy
train_7875,clear
train_7876,partly_cloudy
train_7877,haze
train_7878,agriculture
train_7879,clear
train_7880,agriculture
train_7881,clear
train_7882,clear
train_7883,agriculture
train_7884,agriculture
train_7885,agriculture
train_7886,clear
train_7887,clear
train_7888,partly_cloudy
train_7889,agriculture
train_7890,partly_cloudy
train_7891,clear
train_7892,cloudy
train_7893,agriculture
train_7894,clear
train_7895,clear
train_7896,clear
train_7897,clear
train_7898,agriculture
train_7899,clear
train_7900,clear
train_7901,clear
train_7902,clear
train_7903,clear
train_7904,agriculture
train_7905,clear
train_7906,agriculture
train_7907,agriculture
train_7908,agriculture
train_7909,agriculture
train_7910,clear
train_7911,haze
train_7912,partly_cloudy
train_7913,clear
train_7914,clear
train_7915,clear
train_7916,agriculture
train_7917,agriculture
train_7918,agriculture
train_7919,haze
train_7920,artisinal_mine
train_7921,clear
train_7922,agriculture
train_7923,artisinal_mine
train_7924,clear
train_7925,agriculture
train_7926,clear
train_7927,agriculture
train_7928,partly_cloudy
train_7929,clear
train_7930,clear
train_7931,clear
train_7932,clear
train_7933,cultivation
train_7934,artisinal_mine
train_7935,partly_cloudy
train_7936,clear
train_7937,clear
train_7938,clear
train_7939,agriculture
train_7940,partly_cloudy
train_7941,clear
train_7942,clear
train_7943,agriculture
train_7944,clear
train_7945,cloudy
train_7946,clear
train_7947,clear
train_7948,agriculture
train_7949,clear
train_7950,agriculture
train_7951,agriculture
train_7952,agriculture
train_7953,clear
train_7954,agriculture
train_7955,partly_cloudy
train_7956,clear
train_7957,clear
train_7958,clear
train_7959,cloudy
train_7960,clear
train_7961,agriculture
train_7962,clear
train_7963,clear
train_7964,agriculture
train_7965,clear
